Path,Last commit date,Line,Matched phrase,Claim excerpt,Audit handling
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,133,complete; final,"4. WHEN verification is complete, THE Test_Suite SHALL generate a final",Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,142,complete,- Widget test suite SHALL complete within 5 minutes,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,143,complete,- Individual test files SHALL complete within 30 seconds,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,164,pass; passing,| Widget Tests Passing | 155 | 140 | 🟡 |,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,165,100%; pass,| Test Pass Rate | 100% | 90% | 🟡 |,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,167,complete,| Documentation Complete | Yes | No | ⏳ |,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,168,pass; passing,| Flutter Analyze Passing | Yes | Yes | ✅ |,Claim only — requires implementation/test evidence before verification
.kiro/specs/active/widget-tests-phase3/requirements.md,2026-01-15,186,complete,- Must complete within 2 hours (estimated),Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/DESIGN_COMPLETION_REPORT.md,2026-01-15,6,مكتمل,**الحالة:** ✅ مكتمل,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/QUICK_SUMMARY.md,2026-01-15,3,مكتمل,**الحالة:** ✅ مكتمل - جاهز للمراجعة,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/TASKS_COMPLETION_REPORT.md,2026-01-15,6,مكتمل,**الحالة:** ✅ مكتمل,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/TASKS_COMPLETION_REPORT.md,2026-01-15,35,مكتمل,## الأقسام المكتملة,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/TASKS_COMPLETION_REPORT.md,2026-01-15,39,مكتمل,1. **نظرة عامة** - مكتمل,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/TASKS_COMPLETION_REPORT.md,2026-01-15,40,مكتمل,2. **الجدول الزمني** - مكتمل,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/TASKS_COMPLETION_REPORT.md,2026-01-15,41,مكتمل,3. **حالة المهام** - مكتمل,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/TASKS_COMPLETION_REPORT.md,2026-01-15,52,مكتمل,1. **التبعيات والمتطلبات الأساسية** - مكتمل,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/TASKS_COMPLETION_REPORT.md,2026-01-15,53,مكتمل,2. **إدارة المخاطر** - مكتمل,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/TASKS_COMPLETION_REPORT.md,2026-01-15,54,مكتمل,3. **معايير النجاح** - مكتمل,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/TASKS_COMPLETION_REPORT.md,2026-01-15,55,مكتمل,4. **توزيع المهام على الفريق** - مكتمل,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/TASKS_COMPLETION_REPORT.md,2026-01-15,56,مكتمل,5. **الخلاصة والخطوات التالية** - مكتمل,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/TASKS_COMPLETION_REPORT.md,2026-01-15,57,مكتمل,6. **التوقيعات والموافقات** - مكتمل,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/TASKS_COMPLETION_REPORT.md,2026-01-15,187,مكتمل,- ✅ `.kiro/specs/brand-visual-identity/design.md` (مكتمل),Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/TASKS_COMPLETION_REPORT.md,2026-01-15,188,مكتمل,- ✅ `.kiro/specs/brand-visual-identity/tasks.md` (مكتمل),Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/TASKS_COMPLETION_REPORT.md,2026-01-15,220,مكتمل,ملف `tasks.md` مكتمل بنجاح ويحتوي على جميع المعلومات الضرورية لبدء التنفيذ. الملف:,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/TASKS_COMPLETION_REPORT.md,2026-01-15,234,مكتمل,**الحالة:** ✅ مكتمل,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,18,100%,- **♿ إمكانية الوصول الكاملة:** امتثال 100% لمعايير WCAG 2.1 AA,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,234,final,final ColorScheme colorScheme;,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,235,final,final TextTheme textTheme;,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,236,final,final double borderRadius;,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,237,final,final EdgeInsets defaultPadding;,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,252,final,final String name;,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,253,final,"final Map<String, dynamic> properties;",Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,254,final,final List<String> variants;,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,255,final,final AccessibilitySpec accessibility;,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,266,final,final double minTouchTarget;,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,267,final,final double minContrastRatio;,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,268,final,final String semanticLabel;,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,347,final,"final ratio = calculateContrastRatio(foreground, background);",Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,424,final,"final textColors = [AppColors.textPrimary, AppColors.textSecondary];",Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,425,final,"final backgrounds = [AppColors.background, AppColors.surface];",Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,427,final,for (final textColor in textColors) {,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,428,final,for (final background in backgrounds) {,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,429,final,"final ratio = calculateContrastRatio(textColor, background);",Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,437,final,final spacingValues = [,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/design.md,2026-01-15,442,final,for (final spacing in spacingValues) {,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/requirements.md,2026-01-15,231,100%,| **امتثال WCAG** | 100% | اختبارات آلية |,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/requirements.md,2026-01-15,234,100%,| **الاتساق البصري** | 100% | مراجعة يدوية |,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/tasks.md,2026-01-15,7,مكتمل,**الحالة:** ✅ **مكتمل بنجاح (Gold Standard)**,Claim only — requires implementation/test evidence before verification
.kiro/specs/archived/2025-completed/brand-visual-identity/tasks.md,2026-01-15,13,100%,هذا المستند يحتوي على تقرير الإنجاز النهائي للمرحلة الأولى ونظام التميز الهندسي (Basir Layer). تم تحقيق جميع الأهداف الهندسية والجمالية بنسبة 100%.,Claim only — requires implementation/test evidence before verification
